fighter_id,name,weight_class,activity_recency_days,win_streak,last_5_win_pct,sig_str_diff_per_min,td_rate,td_attempts_per_15,control_per_15,finish_rate,opponent_recent_win_pct_avg
813550bc53b15fb0,Yancy Medeiros,,,0,,,,,,,
8a59d346dc976a10,Thiago Tavares,,,0,,,,,,,
c5a126ace82a6025,Anthony Birchak,,,0,,,,,,,
a4e85a58fbce64b2,Joe Soto,,,0,,,,,,,
7ea4a9f07df33a45,Francisco Rivera,,,0,,,,,,,
7aa3d6964eff4877,Alex Caceres,,,0,,,,,,,
ca2efc9d7d523c43,Shawn Jordan,,,0,,,,,,,
32ba186f4b0e3267,Brian Ebersole,,,0,,,,,,,
c8097968da5e5f13,Chris Wade,,,0,,,,,,,
de45aaae23dfa392,Christos Giagos,,,0,,,,,,,
a36556bb1565e32d,Joe Proctor,,,0,,,,,,,
e56daf7725a0b5ab,Justin Edwards,,,0,,,,,,,
92fa1401b7927da3,Jake Collier,,,0,,,,,,,
aa6e591c2a2cdecd,Ricardo Abreu,,,0,,,,,,,
36549928f90f1d36,Jose Quinonez,,,0,,,,,,,
45230be0641f3f53,Leonardo Morales,,,0,,,,,,,
f4c49976c75c5ab2,Conor McGregor,,,0,,,,,,,
c2e3e67b5911bfb7,Diego Brandao,,,0,,,,,,,
fd55393021a8c255,Gunnar Nelson,,,0,,,,,,,
4ba8d454f762005d,Zak Cummings,,,0,,,,,,,
701e057d63c124d9,Ian McCall,,,0,,,,,,,
c945adc22c2bfe8f,Brad Pickett,,,0,,,,,,,
14ff46596ad80609,Norman Parke,,,0,,,,,,,
bc8f6b42767e28df,Naoyuki Kotani,,,0,,,,,,,
e9a3aeb207578eea,Ilir Latifi,,,0,,,,,,,
dfae5da5676e4194,Chris Dempsey,,,0,,,,,,,
49a74b9fb2e45fdf,Neil Seery,,,0,,,,,,,
ba043b03eb799063,Phil Harris,,,0,,,,,,,
99c7610aa74995d3,Cathal Pendred,,,0,,,,,,,
564c2f5f9eb45d67,Mike King,,,0,,,,,,,
f797f0c57a83353e,Trevor Smith,,,0,,,,,,,
8abf70f79e9e27c2,Tor Troeng,,,0,,,,,,,
7bc96507e4b38d3b,Cody Donovan,,,0,,,,,,,
f65dcb22dada2223,Josh Sampo,,,0,,,,,,,
2f181c0467965b98,Brendan Allen,,,0,,,,,,,
791c8437b341fba5,Joanderson Brito,,,0,,,,,,,
f626118b6da0e020,Bryan Battle,,,0,,,,,,,
dda15dbfafb792df,Kevin Jousset,,,0,,,,,,,
5b03b61f9d90125e,Morgan Charriere,,,0,,,,,,,
